station_number,station_name_english,stn_name_heb,first_data_date,last_data_date
320770,MA'AGAN,מעגן,1960-10,2005-05
320800,BET ZERA,בית זרע,1934-09,1995-05
320801,BET ZERA,בית זרע,1995-09,2024-04
320850,SHA'AR HAGOLAN,שער הגולן,1938-09,2024-04
320900,MASSADA MAN,מסדה מאוישת,1974-09,2019-05
320901,MASSADA,מסדה,2011-01,2024-04
321000,AFIQIM,אפיקים,1939-09,1998-05
321002,AFIQIM,אפיקים,1995-09,2006-03
321010,AFIQIM VINEYARD,אפיקים כרם,1975-09,1983-05
321050,MENAHEMYA,מנחמיה,1978-10,1997-05
321051,MENAHEMYA,מנחמיה,1999-09,2014-05
321099,ASHDOT YA'AQOV IHUD,אשדות יעקב איחוד,1979-10,2006-05
321100,ASHDOT YA'AQOV IHUD,אשדות יעקב איחוד,1953-09,1979-05
321148,ASHDOT YA'AQOV ME'UHAD,אשדות יעקב מאוחד,1972-10,2024-04
321150,ASHDOT YA'AQOV ME'UHAD,אשדות יעקב מאוחד,1940-02,1972-05
321200,TEL OR,תל אור,1928-09,1948-05
321250,GESHER,גשר,1933-09,2024-04
321300,NEWE UR,נווה אור,1951-09,1999-05
321301,NEWE UR,נווה אור,2004-09,2024-04
321350,HAWAT SHEMUEL,חוות שמואל,1959-09,1968-05
321380,YARDENA,ירדנה,1986-10,2004-10
321400,BET YOSEF,בית יוסף,1949-09,1964-05
321450,DOSHEN FARM,דושן חווה,1955-09,1958-05
321451,DOSHEN FARM,דושן חווה,1974-10,1982-11
321500,NEWE ETAN,נווה איתן,1940-09,1974-11
321550,MA'OZ HAYYIM,מעוז חיים,1937-10,1972-05
321551,MA'OZ HAYYIM,מעוז חיים,1972-10,1980-05
321552,MA'OZ HAYYIM,מעוז חיים,1984-10,2015-04
321600,AVUQA,אבוקה,1940-10,1962-05
321650,EN HANAZIV,"עין הנצי""""ב",1948-09,1985-05
321700,KEFAR RUPPIN,כפר רופין,1939-09,2006-10
321701,KEFAR RUPPIN,כפר רופין,2017-04,2024-04
321750,SHIFAH,שפעה,1958-09,1962-05
321800,SEDE ELIYYAHU,שדה אליהו,1940-09,1995-05
321802,SEDE ELIYYAHU MAN,שדה אליהו מאוישת,1995-09,2024-04
321803,SEDE ELIYYAHU,שדה אליהו,2011-01,2024-04
321850,TIRAT ZEVI,טירת צבי,1938-09,2024-04
321900,TIRAT ZEVI - TEL SHEQAFIM,טירת צבי - תל שקפים,1963-10,1990-05
322100,MEHOLA,מחולה,1969-03,1992-05
322101,MEHOLA,מחולה,1972-09,1974-05
322102,MEHOLA,מחולה,1993-09,2024-04
322150,NAHAL ROTEM,נחל רותם,2003-09,2024-04
322550,HAMRA,חמרה,1972-09,1977-05
322650,ARGAMAN,ארגמן,1969-03,1970-05
322651,ARGAMAN FIELDS,ארגמן שדות,2012-08,2024-04
322655,ARGAMAN FIELDS,ארגמן שדות,1991-09,2012-07
322656,ARGAMAN SOUTH,ארגמן דרום,2004-09,2024-04
322670,ARGAMAN KITCHEN GARDEN,ארגמן גן ירק,1971-10,1976-05
322799,JIFTLIK POLICE POST,ג'יפתליק - תחנת משטרה,1942-09,1944-05
323000,MASSU'A PLANTATIONS,משואה - מטעים,1971-10,1974-05
323255,PEZA'EL,פצאל,1983-10,2024-04
323400,GILGAL,גלגל,1973-09,1976-05
323401,GILGAL,גלגל,1976-09,1978-05
323402,GILGAL MAN,גלגל מאוישת,1988-10,2024-04
323403,GILGAL,גלגל,2003-01,2024-04
330150,ALLENBY BRIDGE,גשר אלנבי,1933-09,1948-05
330200,JERICHO,יריחו,1923-09,1948-03
330210,BET HAARAVA,בית הערבה,2008-03,2024-04
330240,ALMOG,אלמוג,1983-12,1995-05
330250,BEIT HAARAVA  (OLD),בית הערבה (ישנה),1944-09,1947-05
330300,DEAD SEA NORTH FACTORY,"ים המלח צפון ביח""""ר",1928-09,1967-03
330350,QALYA (OLD),קליה (ישנה),1942-09,1946-05
330351,QALYA,קליה,1972-10,1975-05
330352,QALYA,קליה,1975-09,1976-05
330370,QALYA,קליה,1977-01,2015-07
330380,ALMOG PLANTATION,אלמוג מטעים,1992-09,1995-05
330381,ALMOG PLANTATION,אלמוג מטעים,2004-03,2024-04
330455,ENOT ZUQIM,עינות צוקים,2001-10,2024-04
330600,NAHAL QIDRON,נחל קדרון,1971-09,2024-04
330800,MIZPE SHALEM SETTLEMENT,מצפה שלם היאחזות,1972-10,1974-01
330810,METZOKE DRAGOT,מצוקי דרגות,2006-03,2024-04
330815,METZOKE DRAGOT MAN,מצוקי דרגות מאוישת,2008-09,2009-10
330880,MIZPE SHALEM  FACTORY,מצפה שלם מפעל,2011-09,2019-05
330900,NAHAL HAZAZON,נחל חצצון,1971-09,2024-04
330940,EN GEDI FIELD SCHOOL,"עין גדי בי""""ס שדה",1994-09,2001-09
330950,EN GEDI FIELD SCHOOL,"עין גדי בי""""ס שדה",1969-09,1981-05
331000,EN GEDI,עין גדי,1953-09,1966-05
331001,EN GEDI,עין גדי,1966-10,1968-05
331105,EN GEDI,עין גדי,1988-09,1994-05
331200,EN GEDI BATH MAN,עין גדי מרחצאות מאוישת,2001-09,2008-05
331210,EN GEDI BATH,עין גדי מרחצאות,2006-10,2024-04
331215,EN GEDI BATH MAN,עין גדי מרחצאות מאוישת,2008-09,2012-05
331470,MEZADA GAN LEUMI,מצדה גן לאומי,2000-11,2012-05
331500,EN GEDI RD OPP MEZADA,דרך עין גדי מול מצדה,1955-09,2024-04
331800,EN BOQEQ,עין בוקק,1966-10,1968-05
332000,MEZAD BOQEQ,מצד בוקק,1954-09,2024-04
332150,NEWE ZOHAR,נווה זוהר,1972-10,1982-05
332500,SEDOM CAMP,סדום מחנה,1936-09,1946-05
334000,SEDOM FACTORY,"סדום ביח""""ר",1943-09,1959-05
335500,SEDOM PANS,סדום ברכות,1936-09,1946-05
337000,SEDOM MAN,סדום מאוישת,1959-09,2018-07
337001,SEDOM,סדום,2004-09,2024-04
337800,NAHAL ZIN MOUTH,שפך נחל צין,1961-09,2024-04
340350,EN OFARIM,עין עופרים,1961-09,1971-05
340351,EN OFARIM,עין עופרים,1971-09,1989-05
340352,EN OFARIM,עין עופרים,1990-09,2009-07
340500,IR OVOT - EN HUSUB - P.P.,עיר אובות - משטרת עין חוסוב,1940-09,1951-05
340510,IR OVOT,עיר אובות,1955-09,2009-07
340525,HAZEVA FIELD SCHOOL,"חצבה בי""""ס שדה",1972-10,1976-01
340526,HAZEVA FIELD SCHOOL,"חצבה בי""""ס שדה",1976-10,1977-05
340528,HAZEVA MAN,חצבה מאוישת,1987-09,2024-04
340530,HAZEVA (OLD LOCATION),חצבה (מיקום היסטורי),1966-09,1968-05
340531,HAZEVA (OLD LOCATION),חצבה (מיקום היסטורי),1968-09,1969-05
340534,HAZEVA,חצבה,2009-09,2024-04
341350,EN YAHAV,עין יהב,1984-09,1987-05
341400,EN YAHAV - SPRING,עין יהב - מעיין,1950-09,1967-10
341410,MERKAZ SAPPIR,מרכז ספיר,1981-10,1993-05
341800,NAHAL OMER KM 129,נחל עומר קמ 129,1973-09,2024-04
342200,NAHAL PARAN KM 111,שפך פארן קמ 111,1949-09,2009-05
342500,PARAN,פארן,1971-12,1973-05
342502,PARAN MAN,פארן מאוישת,1993-09,2006-01
342503,PARAN OLD,פארן ישנה,2002-09,2006-01
342506,PARAN MAN,פארן מאוישת,2006-02,2014-02
342507,PARAN,פארן,2006-02,2024-04
343000,BEER MENUHA KM 101,באר מנוחה קמ 101,1958-09,2024-04
343200,BEER MENUHA,באר מנוחה,1951-09,1956-05
344000,ARVAT YAFRUQ KM 825,ערבת יפרוק קמ 82.5,1949-09,2024-04
344500,KM 71 ARAVA RD,קמ 71 כביש הערבה,1959-09,2024-04
344995,YOTVATA,יטבתה,1974-10,1976-02
345000,YOTVATA,יטבתה,1954-09,1967-10
345005,YOTVATA MAN,יטבתה מאוישת,1977-10,2014-02
345006,YOTVATA,יטבתה,2009-09,2024-04
345800,TIMNA PARK,פארק תמנע,1989-09,2024-04
345900,TIMNA,תמנע,1955-09,1973-05
345902,TIMNA,תמנע,1973-09,1975-12
347000,NAHAL YAEL,נחל יעל,1974-10,1977-05
347700,ELAT,אילת,1949-09,1997-05
347702,ELAT MAN,אילת מאוישת,1997-09,2024-04
347704,ELAT,אילת,2004-09,2024-04
347750,ELAT - HOF ZFAHOT,אילת - חוף צפחות,1971-11,1976-05
348600,ELAT - UM RASH-RASH,אילת - אום רשרש,1940-09,1948-05
2311570,YAHOUDIYE,יהודיה,1969-12,1976-05
2311572,YAHOUDIYE,יהודיה,1976-09,2024-04
2311620,HAD NES  ASCENT,חד-נס מעלה,1969-09,1971-05
2311650,MICHFA - BET ZAIDA,משפע - בית ציידא,1968-12,1972-05
2311660,NAHAL MASHAV,נחל משב,1969-10,1973-05
2320050,MA'ALE GAMLA,מעלה גמלא,1981-10,1999-05
2320100,RAMOT,רמות,1975-01,1977-11
2320105,RAMOT,רמות,1981-10,2024-04
2320150,GIVAT YOAV - KHIRBET MJAIHIYE,גבעת יואב - חירבת מג'חיה,1969-10,1972-05
2320900,HAMMAT GADER,חמת גדר,1978-02,1979-11
2488600,MAJDAL SHAMS,מג'דל שמס,1968-09,1977-05
2488601,MAJDAL SHAMS,מג'דל שמס,1977-09,1983-05
2488700,NEWE ATIV - RAMAT SHALOM,"נווה אטי""""ב - רמת שלום",1968-09,1970-05
2488706,NEWE ATIV,"נווה אטי""""ב",1988-10,1995-05
2488708,NEWE ATIV,"נווה אטי""""ב",2004-11,2024-04
2488800,NIMROD FORT,מבצר נמרוד,2004-11,2024-04
2488900,MAS'ADE,מסעדה,1968-09,1983-05
2489600,EL-ROM,אל -רום,1973-10,2024-04
2490000,HAAMIR JUNCTION - WASIT,צומת האמיר - ווסט,1971-09,1973-05
2492055,ZOMET HASHIRYON,צומת השריון,1974-10,1987-05
2492056,ZOMET HASHIRYON,צומת השריון,1987-10,1993-05
2492100,QIDMAT ZEVI - QADRIYE,קדמת צבי -קדיריה,1967-11,1971-12
2492250,NASHUT - NEAR DEIR SRASS,נשוט - ליד דיר סרס,1967-11,1971-12
2492300,KIDMAT ZVI - NEAR EIN SEMSEM,קדמת צבי - ליד עין סימסים,1969-09,1971-05
2492350,MESHUSHIM STREAM - NEAR AAMOUDIYE,נחל משושים - ליד עמודיה,1968-10,1971-05
2492400,CUSTOMS HOUSE JUNCTION,בית המכס צומת,1967-11,1971-10
2492450,MIZPE GADOT,מצפה גדות,1967-11,1971-12
2492480,UPPER CUSTOMS HOUSE,בית המכס העליון,1968-10,1972-05
2492510,KHIRBET NASHUT - NEAR FAKHOURA,חרבת נשוט - ליד פחורה,1969-09,1973-05
2492700,QAZRIN FIELD SCHOOL,"קצרין בי""""ס שדה",1979-02,1997-05
2492702,QAZRIN,קצרין,1983-12,1997-05
2492950,MESHUSHIM,משושים,2003-09,2024-04
2493300,YONATAN,יונתן,1979-02,2012-05
2493301,YONATAN,יונתן,2012-08,2024-04
2493330,GAMLA MAN,גמלא מאוישת,1991-09,2024-04
2493350,GAMLA,גמלא,2007-04,2024-04
2494350,RAMAT MAGSHIMIM KHISFINE,רמת מגשימים חספין,1968-10,1969-05
2494351,RAMAT MAGSHIMIM KHISFINE,רמת מגשימים חספין,1969-09,1973-05
2494352,RAMAT MAGSHIMIM,רמת מגשימים,1974-10,2018-07
2494353,RAMAT MAGSHIMIM,רמת מגשימים,2018-08,2024-04
2494451,NOV,נוב,1974-10,1978-05
2494452,NOV,נוב,1978-10,1994-01
2494500,GESHUR,גשור,1977-10,1992-05
2494550,AVNE ETAN,אבני איתן,1980-01,1984-05
2494551,AVNE ETAN,אבני איתן,1986-02,1993-05
2494552,AVNE ETAN,אבני איתן,2002-09,2024-04
2494553,AVNE ETAN MAN,אבני איתן מאוישת,1993-09,2024-04
2494615,ELI-AD,אלי-עד,1974-10,1978-05
2494616,ELI-AD,אלי-עד,1978-09,1997-05
2494620,ELI-AD -  EL-AL,אלי-עד (אל-על),1968-10,1970-05
2494650,GIV'AT YO'AV -  SQOUFIYE,גבעת יואב - סקופיה,1968-10,1971-05
2494652,GIV'AT YO'AV,גבעת יואב,1985-10,1990-05
2494660,BENE YEHUDA,בני יהודה,1994-09,2008-05
2494661,BENE YEHUDA,בני יהודה,2015-09,2024-04
2494680,NEOT HAGOLAN,נאות הגולן,1974-12,1985-05
2494700,NAHAL GOLAN JIBINE,נחל גולן גבין,1968-10,1972-05
2494739,GIV'AT YO'AV,גבעת יואב,1972-09,1978-03
2494740,AFIQ - OLD GIV'AT YO'AV,אפיק - גבעת יואב ישנה,1970-09,1972-05
2494760,AFIQ - FIQ,אפיק - פיק,1968-10,1969-05
2494770,AFIQ,אפיק,1975-03,1976-05
2494800,KEFAR HARUV,כפר חרוב,1976-09,1991-05
2494950,MEVO HAMMA,מבוא חמה,1968-10,1972-05
2494955,MEVO HAMMA,מבוא חמה,1974-10,1983-05
2494956,MEVO HAMMA,מבוא חמה,1982-10,1994-05
2496028,MEROM GOLAN PICMAN,מרום גולן פיכמן,2004-09,2024-04
2496029,MEROM GOLAN PICMAN MAN,מרום גולן פיכמן מאוישת,1976-09,2004-05
2496030,KUNEITRA - NURSERY,קוניטרה - משתלה,1968-03,1976-05
2496050,KUNEITRA,קוניטרה,1967-10,1973-05
2496060,MEROM GOLAN - KUNEITRA,מרום גולן - קוניטרה,1969-01,1970-05
2496061,MEROM GOLAN - KUNEITRA,מרום גולן - קוניטרה,1970-10,1972-03
2496100,QELA ALLON,קלע אלון,2009-09,2018-07
2496101,QELA ALLON,קלע אלון,2018-08,2019-05
2496200,EN ZIWAN,עין זיוון,1969-10,1973-05
2496204,EN ZIWAN,עין זיוון,1985-09,2007-05
2496205,EN ZIWAN,עין זיוון,1975-01,1985-05
2496260,ORTAL,אורטל,2007-04,2018-07
2496261,ORTAL,אורטל,2018-08,2024-04
2496320,HAR SHIFON,הר שיפון,1969-02,1971-05
2496350,SHIFON JUNCTION,שיפון צומת,1967-11,1969-12
2496400,SINNDIANE,סינדיאנה,1970-01,1973-05
2496430,BASHANIT - AICHIYE,בשנית - עישיה,1970-09,1973-05
2496500,ALLONE HABASHAN,אלוני הבשן,1982-10,2018-07
2496501,ALLONE HABASHAN,אלוני הבשן,2018-08,2024-04
2496600,QESHET,קשת,1974-12,2024-04
2496700,KHOCHNIYE,חושניה,1968-10,1972-05
2496900,NAHAL GESHUR - TEL FARES,נחל גשור- תל פרס,1968-10,1973-05
2497300,JOURNIYE,ג'רניה,1968-10,1970-09
